,participant,generated_question,evaluation_question,section_id,answer,section_question_id,evaluation_question_id
783,ilec03,What is a conditioned reflex ?,Could you understand what the question is asking?,269,1,269What is a conditioned reflex ?,1
784,ilec03,What is a conditioned reflex ?,Is the question related to the given text?,269,1,269What is a conditioned reflex ?,2
785,ilec03,What is a conditioned reflex ?,"Is the question grammatically well-formed, i.e. is it free of language errors?",269,1,269What is a conditioned reflex ?,3
786,ilec03,What is a conditioned reflex ?,Is it clear what the question asks for?,269,1,269What is a conditioned reflex ?,4
787,ilec03,What is a conditioned reflex ?,Could you rephrase the question to make it clearer and/or error-free?,269,2,269What is a conditioned reflex ?,5
788,ilec03,What is a conditioned reflex ?,Are students reading the text probably able to answer the question?,269,1,269What is a conditioned reflex ?,6
789,ilec03,What is a conditioned reflex ?,Which kind of information is needed to answer the question?,269,4,269What is a conditioned reflex ?,7
790,ilec03,What is a conditioned reflex ?,Do you think being able to answer the question is important to work on the topic covered by the text?,269,1,269What is a conditioned reflex ?,8
791,ilec03,What is a conditioned reflex ?,"If you were a teacher working with that text in class, do you think you would use this question or your rephrasal of the question?",269,1,269What is a conditioned reflex ?,9
792,ilec03,What is a theory a way to explain in sociology ?,Could you understand what the question is asking?,273,2,273What is a theory a way to explain in sociology ?,1
793,ilec03,What is a theory a way to explain in sociology ?,Is the question related to the given text?,273,10,273What is a theory a way to explain in sociology ?,2
794,ilec03,What is a theory a way to explain in sociology ?,"Is the question grammatically well-formed, i.e. is it free of language errors?",273,10,273What is a theory a way to explain in sociology ?,3
795,ilec03,What is a theory a way to explain in sociology ?,Is it clear what the question asks for?,273,10,273What is a theory a way to explain in sociology ?,4
796,ilec03,What is a theory a way to explain in sociology ?,Could you rephrase the question to make it clearer and/or error-free?,273,10,273What is a theory a way to explain in sociology ?,5
797,ilec03,What is a theory a way to explain in sociology ?,Are students reading the text probably able to answer the question?,273,10,273What is a theory a way to explain in sociology ?,6
798,ilec03,What is a theory a way to explain in sociology ?,Which kind of information is needed to answer the question?,273,10,273What is a theory a way to explain in sociology ?,7
799,ilec03,What is a theory a way to explain in sociology ?,Do you think being able to answer the question is important to work on the topic covered by the text?,273,10,273What is a theory a way to explain in sociology ?,8
800,ilec03,What is a theory a way to explain in sociology ?,"If you were a teacher working with that text in class, do you think you would use this question or your rephrasal of the question?",273,10,273What is a theory a way to explain in sociology ?,9
801,ilec03,What do sociologists develop ?,Could you understand what the question is asking?,273,1,273What do sociologists develop ?,1
802,ilec03,What do sociologists develop ?,Is the question related to the given text?,273,1,273What do sociologists develop ?,2
803,ilec03,What do sociologists develop ?,"Is the question grammatically well-formed, i.e. is it free of language errors?",273,1,273What do sociologists develop ?,3
804,ilec03,What do sociologists develop ?,Is it clear what the question asks for?,273,1,273What do sociologists develop ?,4
805,ilec03,What do sociologists develop ?,Could you rephrase the question to make it clearer and/or error-free?,273,2,273What do sociologists develop ?,5
806,ilec03,What do sociologists develop ?,Are students reading the text probably able to answer the question?,273,1,273What do sociologists develop ?,6
807,ilec03,What do sociologists develop ?,Which kind of information is needed to answer the question?,273,4,273What do sociologists develop ?,7
808,ilec03,What do sociologists develop ?,Do you think being able to answer the question is important to work on the topic covered by the text?,273,1,273What do sociologists develop ?,8
809,ilec03,What do sociologists develop ?,"If you were a teacher working with that text in class, do you think you would use this question or your rephrasal of the question?",273,1,273What do sociologists develop ?,9
0,eaol09,What is a heterogeneous mixture ?,Could you understand what the question is asking?,295,1,295What is a heterogeneous mixture ?,1
1,eaol09,What is a heterogeneous mixture ?,Is the question related to the given text?,295,1,295What is a heterogeneous mixture ?,2
2,eaol09,What is a heterogeneous mixture ?,"Is the question grammatically well-formed, i.e. is it free of language errors?",295,1,295What is a heterogeneous mixture ?,3
3,eaol09,What is a heterogeneous mixture ?,Is it clear what the question asks for?,295,1,295What is a heterogeneous mixture ?,4
4,eaol09,What is a heterogeneous mixture ?,Could you rephrase the question to make it clearer and/or error-free?,295,2,295What is a heterogeneous mixture ?,5
5,eaol09,What is a heterogeneous mixture ?,Are students reading the text probably able to answer the question?,295,1,295What is a heterogeneous mixture ?,6
6,eaol09,What is a heterogeneous mixture ?,Which kind of information is needed to answer the question?,295,2,295What is a heterogeneous mixture ?,7
